Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
C,5.420,23.993,0.209,67.8,139.2,0.044,0.040,0.040,150.6,123.4,50.2,27,31.6,31.4,112,100.4,3904,66.6,24.1,1070,1.02,715,1.746,-5.6,8.4,0.034,100,50,142.4,6.46,5.4,1.52
C,5.387,23.960,0.277,71,145,0.094,0.200,0.040,140.6,125.6,57.6,16,32,31,120,100.2,3904,67,23.68,1072,1,714.8,1.696,-5.8,8.36,0.0344,100,50,142.4,6.48,5.42,1.48
C,5.387,23.887,0.291,65.6,136.6,0.144,0.480,0.080,135.4,123.8,49.8,12.8,32.2,31.4,114,100,3908,67.8,23.48,1066,0.98,712.4,1.648,-5.8,8.42,0.0348,100,50,142.8,6.46,5.42,1.48
C,5.327,23.933,0.280,67.2,142,0.112,0.180,0.080,95.8,126.2,56.8,13,13.6,20,128,99.6,2006,66.6,23.96,1048,0.9,296,1.448,-5.8,8.46,0.039,100,50,143,6.48,5.02,1.4
C,5.373,23.967,0.289,68.2,141.2,0.172,0.080,0.080,136.2,125,50,11.6,33.4,31,94,100.4,3908,65.6,24.1,1054,1.06,712.6,1.846,-5.8,8.38,0.0324,100,50,142.2,6.5,5.36,1.5
C,5.273,23.953,0.290,70.8,147.6,0.066,0.060,0.060,145.2,122.4,49.6,21,32,31.8,96,97.2,3910,66.2,23.76,1058,1.02,703.6,1.746,-6,8.5,0.0332,100,50,142.4,6.5,5.28,1.46
C,5.260,24.080,0.245,66.8,142,0.052,0.220,0.120,148.8,123.2,53,19.4,32.8,33.4,98,100,3910,66.4,23.48,1056,1.02,717.6,1.746,-6,8.52,0.035,100,50,141.8,6.5,5.28,1.46
C,5.327,24.013,0.293,62.8,135.6,0.14,0.220,0.040,142.6,122.6,50,16.6,33.6,31.4,92,100.4,3908,66.4,23.84,1050,1.04,708.6,1.796,-6.2,8.5,0.0322,100,50,142.2,6.5,5.3,1.48
C,5.347,24.007,0.227,70.2,144.4,0.074,0.500,0.140,145.2,125.4,50,16.2,35,32.8,100,100.6,3912,65.4,23.44,1058,1.04,708.8,1.796,-6.2,8.42,0.0396,100,50,141.6,6.5,5.38,1.5
C,5.373,23.927,0.248,65.4,137.2,0.028,0.200,0.020,137.4,122.4,58.8,13.4,30.8,32.8,100,96.8,3916,65.8,23.64,1040,1.04,741.6,1.796,-6.2,8.52,0.0372,100,50,141.6,6.52,5.36,1.5
C,5.380,23.987,0.249,71,144.8,0.094,0.280,0.040,132,122.2,50.2,12.4,29.2,31.8,102,101.4,3926,66.4,23.64,1048,1.04,705,1.796,-6.2,8.48,0.0362,100,50,141.8,6.5,5.4,1.5
C,5.387,23.987,0.339,67.8,140.8,0.164,0.200,0.040,133.2,124.8,50.2,12.6,29.8,32.2,98,100,3908,66,24.02,1050,1.04,724.8,1.796,-6,8.48,0.0364,100,50,142.4,6.52,5.38,1.48
C,5.413,24.013,0.273,66.6,138.8,0.142,0.320,0.060,134.2,124.2,54.6,14,28.2,31.8,120,100.4,3910,65.6,23.68,1062,1.02,714,1.746,-6,8.4,0.0392,100,50,141.6,6.5,5.4,1.46
C,5.407,24.140,0.295,67.4,138.6,0.126,0.240,0.080,132.4,122.4,50.4,14.8,28,30.8,118,99.4,3906,66.2,23.88,1056,1.02,716.2,1.746,-6,8.44,0.0372,100,50,141.6,6.5,5.42,1.5
C,5.420,23.933,0.273,61.4,130.6,0.1,0.200,0.100,142.4,122.4,49.8,17.8,34,31.4,112,100.2,3908,66.2,23.96,1072,1.02,710.4,1.746,-5.8,8.38,0.036,100,50,142.2,6.5,5.42,1.5
B,5.193,24.007,0.381,64,139.8,0.054,0.040,0.020,146.2,123.4,50,17.4,34.8,32,102,100.2,3908,65.8,24.04,1064,0.94,716.8,1.548,-5.8,8.6,0.0226,100,50,142.2,6.54,5.28,1.32
B,5.307,24.093,0.249,67.6,142.2,0.176,0.140,0.060,152,125.2,50.4,22.4,35.2,32.4,94,99.6,3910,65.6,24.2,1060,0.94,712.2,1.548,-5.8,8.58,0.0136,100,50,142.8,6.54,5.32,1.32
B,5.347,23.987,0.285,63.2,135.4,0.106,0.140,0.020,71.4,120.2,54.2,14.8,4,13.8,102,80.8,1016,67.8,24.2,672,0.88,261.6,1.398,-5.8,8.54,0.0392,100,50,142.4,6.54,5.24,1.32
B,5.260,23.933,0.255,64.2,139.4,0.02,0.260,0.160,163.2,122.8,50.2,29,37.8,34,100,100.6,3982,65.4,23.76,1054,0.96,723.2,1.596,-5.8,8.58,0.0256,100,50,142.4,6.58,5.34,1.34
B,5.367,23.907,0.286,65,137.2,0.124,0.100,0.020,159.8,126,49.8,27.4,40,32.6,98,100,3982,65.2,23.68,1044,0.94,722.2,1.548,-6,8.6,0.0234,100,50,142.2,6.58,5.34,1.36
B,5.333,24.040,0.259,68,141.4,0.038,0.260,0.060,160.6,122.8,49.6,26,39.6,32.8,94,97.2,3982,65.4,23.92,1042,0.96,729.8,1.596,-6,8.54,0.021,100,50,142.8,6.58,5.34,1.36
B,5.380,23.967,0.260,64.2,135.6,0.154,0.080,0.040,157.8,126.2,50,23.6,40.4,31.8,96,100.2,3986,65.4,23.88,1036,0.98,723.4,1.648,-6,8.58,0.0206,100,50,143,6.58,5.34,1.36
B,5.373,23.920,0.263,63.6,135,0.142,0.040,0.020,162.4,127.4,50.8,22.8,41.6,34.2,98,100.4,3988,65.8,24.12,1040,1,726.8,1.696,-6,8.58,0.0086,100,50,142.2,6.58,5.36,1.36
B,5.293,23.967,0.337,63.2,137.2,0.108,0.280,0.080,151,126,50.2,14.6,39.2,32.8,96,100.4,3986,64.8,23.98,1038,1,728.8,1.698,-6,8.5,0.0238,100,50,142.6,6.54,5.26,1.4
B,5.333,23.887,0.263,64.2,137,0.112,0.160,0.040,152.2,127.4,50.4,16,41.8,31.8,96,99.4,3984,66,23.72,1030,1,725.2,1.696,-6,8.54,0.0236,100,50,142.2,6.56,5.28,1.34
B,5.260,24.060,0.240,66.2,141.6,0.088,0.220,0.060,147.8,123.2,49.8,14.2,40,30.8,100,100.6,3982,64.8,23.9,1032,1,724.2,1.698,-6.2,8.54,0.0334,100,50,142.6,6.56,5.26,1.42
B,5.180,24.140,0.273,64.2,140.8,0.112,0.220,0.040,138.2,124.4,47,9.8,37,31.2,82,101.4,3990,65,24.18,1020,1.84,727,3.786,-6.2,8.68,0.0308,100,46,142.6,7.68,5.54,3.36
D,5.567,24.020,0.000,73.4,143,0,0.140,0.040,138.2,122.2,48.8,10,37.8,31.8,86,100,3986,64,23.4,1018,1.84,707.6,3.786,-6.2,8.7,0.0212,100,46,142.6,7.68,5.62,3.36
D,5.527,23.973,0.238,71.2,141.2,0.068,0.280,0.040,150.2,123.8,46,14.8,38.6,35.4,80,88.6,3984,63.8,24.2,1038,1.88,727,3.886,-6.2,8.66,0.0184,90,46,142.2,7.68,5.62,3.36
D,5.480,23.960,0.243,0,152.4,0.082,0.120,0.040,141,124.6,46,11.4,34.8,34.4,82,92.2,3912,64.4,23.6,1044,1.84,704.6,3.786,-6.2,8.68,0.0236,90,46,142.4,7.68,5.64,3.38
D,5.567,23.940,0.263,68.4,137,0.02,0.120,0.060,140.8,120,55.2,15.2,32.8,33.2,88,83.4,3910,64.4,23.3,1046,1.84,674.4,3.786,-6,8.66,0.0256,90,46,142.2,7.66,5.6,3.38
D,5.473,24.007,0.286,63,133,0.05,0.320,0.060,143.4,125.8,46.2,16.4,33.2,33.6,84,89.6,3906,64.6,23.84,1066,1.8,711.8,3.688,-5.8,8.66,0.0496,90,46,142.2,7.66,5.48,3.34
D,5.393,23.927,0.340,72,145.2,0.172,0.260,0.100,141.2,121.8,46.8,17.6,30.8,33.6,80,90.4,3908,64.8,23.68,1056,1.82,714,3.736,-5.8,8.64,0.0468,90,46,142,7.66,5.5,3.34
A,5.460,23.927,0.217,67,137.6,0.124,0.320,0.080,146,121.8,51.4,19.2,34.4,29.6,90,95.4,4010,65,23.56,1072,1.74,868.6,3.538,-5.6,8.44,0.011,120,50,142.4,7.1,5.5,3.26
A,5.460,24.127,0.223,69.4,140.6,0.096,0.160,0.080,84.2,119.8,52.8,16,8.8,14.2,110,88.8,1970,65.2,23.62,1054,1.66,546.6,3.34,-5.6,8.46,0.0158,90,50,143.2,7.1,5.5,3.26
A,5.447,23.993,0.242,69,141.4,0.056,0.140,0.080,156.2,126.8,50.2,27,37.2,31.2,100,92.4,4012,65,24.1,1064,1.7,732,3.44,-5.6,8.46,0.011,90,50,142.4,7.1,5.52,3.26
A,5.513,24.020,0.284,67.6,136.8,0.096,0.120,0.020,168.2,129.6,50.4,32.8,38.8,36.2,104,90.8,4014,65.8,23.94,1072,1.7,731.8,3.44,-5.6,8.56,0.0274,90,50,142.6,7.12,5.6,3.26
A,5.460,23.893,0.195,71.2,142.6,0.036,0.080,0.160,160.2,122.4,52.6,31.2,35.8,32.8,106,90.2,3398,66,23.46,1056,1.66,617,3.34,-5.6,8.6,0.0262,90,50,142.4,7.12,5.56,3.26
A,5.420,23.893,0.278,68.2,140,0,0.020,0.000,201.4,123.4,50,47.6,43.6,38.4,98,120.4,3986,65,23.9,1064,1.6,721,3.19,-5.6,8.62,0.0484,120,50,142.6,7.16,5.52,3.04
A,5.353,23.753,0.221,70.2,144,0.15,0.140,0.020,196.4,123.2,50,45.2,45.2,43.4,118,90.2,3392,65.8,24,1068,1.76,615.6,3.588,-5.8,8.68,0.0622,90,50,142.8,7.02,5.52,3.38
A,5.447,23.947,0.216,69.6,141,0.064,0.260,0.040,166.2,123.2,57.4,13.8,43,42.8,106,89.8,3916,65.8,24,1060,1.76,725.6,3.588,-5.8,8.46,0.051,90,50,142,7.02,5.52,3.4
B,5.373,24.000,0.243,66,138.4,0.186,0.340,0.020,162,123.4,49.6,13.2,44.2,41.8,96,90,3912,64.6,23.32,1062,0.98,711.6,1.648,-5.6,8.36,0.0026,90,50,142.6,6.54,5.34,1.4
B,5.353,23.893,0.271,68.6,142.4,0.118,0.100,0.020,172.2,126.4,50,13.6,47.4,43.4,92,90,3910,64.6,23.78,1078,0.98,714.4,1.648,-5.6,8.34,0.0026,90,50,142.6,6.54,5.34,1.38
B,5.340,23.873,0.235,68,142,0.052,0.120,0.040,164.6,124.2,50.2,13,46.4,40.6,98,91,3908,65,23.7,1078,0.98,697.8,1.648,-5.6,8.34,0.0026,90,50,142.4,6.54,5.34,1.4
B,5.360,23.920,0.278,70,143.2,0.124,0.220,0.040,162.2,123.2,49.8,13.2,45,40.8,94,89.8,3910,65,23.56,1068,1,710,1.698,-5.4,8.3,0.0026,90,50,142.4,6.54,5.34,1.4
B,5.353,24.027,0.221,61.8,133.8,0.088,0.160,0.140,164.6,123.8,50.2,14.2,45.4,39,94,88.8,3912,64.8,24.18,1076,0.98,695.8,1.648,-5.4,8.26,0.0046,90,50,142.8,6.56,5.26,1.4
B,5.353,23.993,0.280,66,140,0.112,0.200,0.100,146.4,127.2,50,17,35.2,34.2,98,89.2,3910,65,23.84,1068,0.92,710.2,1.498,-5.4,8.18,0.0158,90,50,142.2,6.56,5.3,1.36
0,5.367,23.893,0.000,64.4,136.2,0.21,0.360,0.020,57.2,127.4,58,20.4,11.6,17,122,85.8,1010,71.8,23.76,68,1.08,135.2,1.902,-5.4,8.12,0.0026,90,50,142.6,8.6,5.22,1.58
C,5.473,23.973,0.325,69.2,140,0.144,0.100,0.020,140,121.8,50.4,16.6,30.4,30.6,80,106,3998,67,23.94,1082,1.02,782,1.746,-5.4,8.08,0.0026,120,50,142.2,6.5,5.46,1.52
C,5.200,24.033,0.241,63.2,138.6,0.06,0.060,0.040,151,129,50,20.8,33.8,31,82,92.6,3910,67,23.66,1092,0.94,702.8,1.548,-5.2,8,0.0026,90,50,141.6,6.44,5.14,1.36
B,5.353,24.013,0.246,63,134.8,0.118,0.240,0.060,146,126,50,17,34.6,33.8,98,89.8,3910,65,23.66,1092,0.88,709.2,1.398,-5.2,8.12,0.0026,90,50,142.4,6.58,5.3,1.36
B,5.407,24.120,0.228,66.6,136.8,0.16,0.160,0.100,150,126.8,49.6,18.2,34,33.6,98,89.6,3908,65.2,23.96,1098,0.88,711,1.398,-5.2,8.14,0.023,90,50,142.6,6.54,5.36,1.34
B,5.380,23.960,0.301,65.2,137.4,0.086,0.240,0.040,151.2,125,49.8,19.4,35,33.2,94,90.4,3910,65.2,23.46,1090,0.88,715,1.398,-5.2,8.12,0.023,90,50,142,6.52,5.36,1.34
B,5.340,23.960,0.243,66.4,138.6,0.124,0.120,0.100,153.2,121.2,51.4,20.6,33.8,32.6,98,90.4,3908,65.6,23.62,1092,0.92,714.2,1.498,-5,8.12,0.0044,90,50,141.6,6.54,5.34,1.36
B,5.453,24.107,0.255,67.4,138,0.094,0.080,0.060,152.2,124.4,50,21.8,34.6,31.6,92,90,3996,65.4,24.02,1092,0.94,728.6,1.548,-5.2,8.08,0.0026,90,50,142.2,6.56,5.34,1.36
B,5.373,23.927,0.233,67.6,140,0.128,0.240,0.060,151,121.8,50,21.4,35,32,94,89.8,3998,65.2,23.52,1094,0.94,730.6,1.548,-5.2,8.06,0.0134,90,50,141.8,6.52,5.36,1.36
B,5.380,24.093,0.251,71,145.6,0.084,0.200,0.120,158.4,129.8,50,22.2,39.8,34.6,96,90.2,3996,65.2,23.66,1088,0.92,726.6,1.498,-5.4,8.06,0.0026,90,50,142.8,6.52,5.38,1.36
B,5.493,23.960,0.246,68,139,0.06,0.160,0.180,148.4,123.6,49.6,19.4,37.2,31.8,94,90.8,3998,65.2,23.92,1092,0.94,730.2,1.548,-5.4,8.08,0.0026,90,50,142.4,6.52,5.38,1.34
B,5.427,23.973,0.258,63,134,0.072,0.280,0.100,149.2,125.2,50,18,37.4,32.8,98,88.6,3998,65.4,23.6,1094,0.94,734,1.548,-5.4,8.04,0.0098,90,50,142.2,6.54,5.36,1.38
B,5.427,24.000,0.227,70.8,143.8,0.05,0.440,0.060,143.4,123.2,50.2,15.8,35,33.2,96,90,3998,65.4,23.54,1090,0.96,728.6,1.596,-5.4,8.04,0.007,90,50,143,6.54,5.36,1.36
B,5.360,24.013,0.241,66.6,138.4,0.032,0.060,0.060,147.2,125.4,50.2,13.2,37.8,34.2,104,90,3996,66.4,23.58,1086,0.92,726.4,1.496,-5.4,8.06,0.02,90,50,142.4,6.52,5.36,1.34
B,5.347,23.973,0.261,70.6,144.8,0.058,0.100,0.060,144.8,126.6,50,12.4,36.8,31.6,100,89.2,3996,65.6,23.58,1094,0.94,729.6,1.548,-5.4,8.06,0.0204,90,50,142.6,6.54,5.36,1.34
B,5.393,23.927,0.301,66.6,138,0.076,0.200,0.160,145.6,124,55.6,12,36.6,32,98,90.6,3998,65.8,24.32,1078,0.96,723.4,1.596,-5.4,8.08,0.0178,90,50,142.4,6.54,5.36,1.34
B,5.340,24.000,0.245,66.4,139.8,0.116,0.140,0.040,144.6,127,51.4,11.4,35.6,34.2,96,91.2,4000,66,24.32,1088,0.94,722.4,1.548,-5.4,8.02,0.0172,90,50,142.2,6.54,5.36,1.34
B,5.340,24.147,0.294,68.4,142.2,0.106,0.440,0.080,143.4,123.2,50.2,12.4,37.2,32.6,104,90.4,3994,64.8,23.56,1088,0.92,726.6,1.498,-5.4,8.04,0.0254,90,50,142.4,6.52,5.36,1.34
B,5.347,24.093,0.294,66.8,140.2,0.086,0.180,0.020,146.2,127.6,50.2,12.6,37.4,34.2,98,90.8,3998,64.8,23.68,1092,0.94,728.2,1.548,-5.4,8,0.0248,90,50,143.2,6.52,5.36,1.34
B,5.347,23.920,0.195,68.2,142.2,0.07,0.140,0.040,48.6,126.2,43.4,16.2,11,13.4,126,107.2,1014,65.4,23.7,282,0.86,0,1.348,-5.4,8.42,0.0336,90,50,142.6,6.54,5.36,1.34
B,5.367,23.953,0.279,66.8,139.4,0.072,0.200,0.060,150.4,125.6,50.2,13.8,38.2,35.8,100,90.4,3992,64.8,23.6,1070,0.94,734,1.548,-5.4,8.4,0.0046,90,50,142,6.56,5.36,1.36
B,5.353,23.993,0.273,66,138.6,0.086,0.040,0.060,148.2,123.4,49.8,12.8,37,34.4,96,90.4,3998,64.8,23.54,1080,0.94,732.4,1.548,-5.4,8.44,0.0026,90,50,142.4,6.56,5.34,1.36
B,5.360,24.020,0.297,68.4,141.8,0.166,0.140,0.000,146,123.6,50.2,12.6,36.8,32.8,96,90,3990,64.8,23.6,1080,0.94,729.2,1.548,-5.4,8.42,0.0026,90,50,142.8,6.56,5.36,1.36
A,5.353,24.100,0.283,67,140.4,0.126,0.240,0.040,138.4,123,50,10.4,34.2,31.4,118,90.2,3996,65,24.08,1086,1.7,727.8,3.49,-5.4,8.46,0.0026,90,50,142.4,7.06,5.4,3.34
A,5.360,24.080,0.273,63.4,135,0.046,0.120,0.000,138.2,122.4,49.6,11.2,34.4,31.6,114,89.2,4000,65.4,24.04,1094,1.72,727.8,3.49,-5.2,8.46,0.0026,90,50,142,7.06,5.4,3.34
D,5.433,23.967,0.151,67.4,139.2,0.026,0.300,0.080,86.8,130.2,57.2,15.8,5,15.4,76,126.2,1006,65,23.82,668,1.64,0,3.29,-5.2,8.44,0.0026,90,50,141.6,7.08,5.38,3.14
D,5.560,23.927,0.253,72.4,142.6,0.05,0.080,0.060,138.6,125.2,50.4,12.8,32.6,30,82,88.4,3994,64.4,23.92,1090,1.8,735,3.688,-5.2,8.54,0.0026,90,50,142.4,7.66,5.6,3.38
D,5.507,23.927,0.262,69.6,140.6,0.042,0.220,0.100,142.8,126.6,50,15.2,33.6,30.2,80,87.6,3994,64.4,23.9,1102,1.78,733.8,3.638,-5,8.5,0.0026,90,50,142.2,7.66,5.6,3.38
D,5.540,24.067,0.196,71.4,141,0.074,0.120,0.040,142.4,124,43.8,17.8,33.2,32.2,74,89.6,4010,64.6,23.9,1098,1.8,730.6,3.688,-5,8.52,0.0026,90,44,142.8,7.66,5.62,3.38
D,5.513,23.873,0.271,73,144.4,0.124,0.320,0.100,146.2,123.4,44,19.6,32.8,31.8,78,90,4008,64.6,23.56,1098,1.76,730,3.588,-5,8.5,0.0026,90,44,142.2,7.68,5.6,3.36
D,5.533,23.973,0.297,66.6,134.8,0.06,0.080,0.060,150.2,127,43.8,21.8,35,32.2,84,100.2,4008,65.4,23.98,1102,1.78,730.8,3.638,-5,8.5,0.0068,100,44,142.8,7.68,5.66,3.38
D,5.540,23.947,0.260,66,134.6,0.114,0.200,0.040,150,124.4,44,21.2,35.2,31.2,82,100.8,4012,64.6,23.72,1100,1.8,728.6,3.688,-5.2,8.48,0.0026,100,44,143,7.7,5.62,3.36
D,5.507,24.073,0.273,72.6,142.8,0.126,0.020,0.080,155.8,127.6,44,22.6,36.8,32.4,78,101,4012,64.6,24.08,1092,1.78,730.8,3.638,-5.2,8.5,0.0026,100,44,142.4,7.68,5.6,3.36
D,5.520,23.873,0.281,71.6,142.4,0.118,0.040,0.040,153.6,125.8,44.2,21.8,36,34,74,127.8,3978,64.8,23.96,1092,1.8,775.8,3.688,-5.2,8.48,0.0026,120,44,142.6,7.7,5.62,3.36
D,5.507,23.973,0.281,72.4,143,0.028,0.040,0.080,155.4,126,46.2,21.4,35.6,31.6,80,119.8,3976,64.4,23.78,1086,1.8,722.2,3.688,-5.2,8.5,0.0026,120,46,142.4,7.66,5.6,3.4
D,5.540,23.980,0.252,70.2,140,0.022,0.300,0.040,145,127,46,14.6,36.2,31.4,78,123.2,3986,64.4,24.06,1094,1.8,734.2,3.688,-5.2,8.48,0.0026,120,46,142.6,7.66,5.6,3.42
D,5.513,23.987,0.246,69,138.6,0.082,0.200,0.020,144.2,122.8,46,14.6,35.8,31.4,80,119.8,3978,64.8,23.76,1086,1.8,727.4,3.688,-5.2,8.52,0.0026,120,46,142.6,7.66,5.6,3.4
D,5.500,23.853,0.276,69.4,139.6,0.068,0.280,0.000,153.6,124.6,46,14.2,37.4,33.8,78,119.4,3980,64.8,23.76,1098,1.82,725.6,3.736,-5.4,8.5,0.0026,120,46,142.6,7.66,5.6,3.4
D,5.580,23.880,0.253,69.6,138.8,0.06,0.140,0.060,0.2,129.6,0,-0.4,0.2,-1.2,114,0,0,68.2,24.06,42,1.62,0,3.244,-5.6,8.5,0.0794,120,46,142.6,7.66,5.68,3.4
D,5.593,23.953,0.264,73.4,142.4,0.102,0.080,0.020,138.2,124,45.8,9,35.4,32.2,80,121,3978,64.4,24.14,1090,1.84,725.2,3.786,-5.6,8.46,0.0212,120,46,142.6,7.66,5.66,3.4
D,5.540,23.900,0.275,75.4,146.6,0.056,0.160,0.040,142,126.8,46,8,38.8,33.2,76,119.4,3980,64.6,24.2,1084,1.86,729,3.836,-5.6,8.46,0.0166,120,46,142.6,7.66,5.64,3.4
D,5.580,23.947,0.261,67,135.4,0.102,0.160,0.040,140.6,125.4,45.6,7.2,37.8,32.2,82,119.8,3982,64.4,23.92,1084,1.84,726,3.786,-5.6,8.44,0.0086,120,46,142.6,7.66,5.62,3.4
D,5.580,24.040,0.239,70.6,139.6,0.084,0.260,0.040,136.2,123.8,46.2,6.6,38.2,30.8,78,121.6,3978,64.4,23.66,1088,1.84,733.4,3.786,-5.6,8.48,0.0096,120,46,143.4,7.66,5.64,3.4
B,5.227,0.000,0.179,57,128.6,0.08,0.060,0.060,151.6,126.4,46,15,39,32.4,86,89.6,3978,64.4,23.88,1088,1.84,724,3.786,-5.8,8.46,0.0026,90,46,142.2,7.64,5.68,3.44
B,5.360,23.920,0.267,63.2,134.2,0.182,0.460,0.180,145,125.4,50,12.4,37.8,32.4,96,89.8,3980,66,23.96,1082,0.92,724.2,1.496,-5.8,8.38,0.0026,90,50,142.4,6.56,5.34,1.28
B,5.280,23.867,0.346,65,139.8,0.116,0.080,0.040,139.2,123.8,50,12.2,35.8,30.8,100,90.2,3978,66,23.46,1088,0.9,732.4,1.448,-5.6,8.42,0.0026,90,50,142.6,6.56,5.3,1.32
B,5.307,24.033,0.243,67.2,140.6,0.138,0.340,0.060,140.2,126.6,50,12.4,35.6,31,100,90.2,3982,65.8,23.46,1088,0.92,730.2,1.496,-5.6,8.44,0.0026,90,50,142.6,6.58,5.3,1.32
B,5.327,23.980,0.280,67.2,142.4,0.048,0.220,0.120,143.2,124.6,49.8,12.8,34.8,30.6,96,89.6,3980,65.8,23.5,1092,0.92,720,1.496,-5.6,8.44,0.0026,90,50,143,6.56,5.3,1.32
B,5.287,23.900,0.315,70,145.2,0.124,0.040,0.040,146.8,126.2,50,14.2,36,31.6,96,109.8,3980,66,23.7,1088,0.94,716,1.548,-5.6,8.42,0.0026,110,50,142.8,6.56,5.32,1.32
B,5.300,23.960,0.273,67.2,141.2,0.12,0.100,0.040,147.2,127.8,50,15,37,31.8,98,109.8,3980,65.2,23.78,1094,0.94,727.4,1.548,-5.6,8.46,0.0026,110,50,142.4,6.58,5.32,1.38
B,5.327,24.047,0.318,64.4,137.6,0.146,0.220,0.020,149,127,50.6,15.4,37,34.2,96,110.2,3980,65.4,23.5,1084,0.98,721.2,1.648,-5.6,8.44,0.0026,110,50,142.8,6.56,5.3,1.38
B,5.260,23.847,0.157,63.2,138.4,0.038,0.300,0.100,151.4,130.2,51.4,15.8,38.2,34.4,100,111,3980,65.2,23.6,1080,0.96,729,1.598,-5.6,8.42,0.0256,110,50,142.4,6.54,5.34,1.38
B,5.353,24.107,0.311,64.2,136.2,0.154,0.060,0.020,147.4,127.2,49.6,14.8,37.4,32.8,96,110.8,3978,65,23.7,1084,0.98,727.6,1.648,-5.6,8.42,0.0212,110,50,142.6,6.54,5.34,1.38
B,5.467,23.947,0.323,66.6,138.2,0.062,0.280,0.100,154.2,131,50,15.4,38.8,32.8,98,110.4,3980,64.8,23.66,1086,0.98,729,1.648,-5.8,8.42,0.0026,110,50,142.8,6.54,5.34,1.4
B,5.387,24.027,0.269,63.4,134.6,0.136,0.080,0.020,2,130.8,44.6,-0.4,0.2,-1.2,134,109.8,1402,65.8,24.02,46,0.92,0,1.496,-5.8,8.42,0.0092,110,50,143.4,6.54,5.36,1.4
B,5.340,23.987,0.330,70.8,146,0.092,0.200,0.060,142.2,125,50.2,12.4,36.8,31.8,104,110.2,3992,65.6,24.04,1080,0.98,729.2,1.648,-5.8,8.44,0.0094,110,50,143,6.54,5.36,1.4
B,5.353,23.980,0.301,67.4,140.6,0.15,0.180,0.040,144.2,122.4,52.4,11.8,36,32.4,104,109.2,3992,65.6,23.46,1076,1,718,1.696,-5.8,8.44,0.007,110,50,142.8,6.54,5.36,1.4
B,5.353,23.913,0.301,66.6,139.2,0.074,0.100,0.020,147.8,126.8,50,12.2,37.8,32.2,102,109.8,3990,65.4,24.08,1086,1,726.6,1.698,-5.8,8.4,0.0094,110,50,143.2,6.54,5.36,1.4
B,5.340,23.967,0.265,64.8,138.2,0.168,0.220,0.080,141.2,125.6,49.6,11.4,37.6,31.8,100,110.4,3990,65.4,23.88,1078,1,727,1.698,-5.8,8.44,0.007,110,50,143,6.54,5.36,1.4
B,5.320,24.080,0.289,67.6,141.6,0.078,0.120,0.000,144.6,123.4,54.6,11.2,36.8,32.2,100,110.2,3996,65.6,23.64,1074,1,721.2,1.696,-5.8,8.44,0.0048,110,50,143,6.54,5.38,1.4
B,5.287,24.000,0.295,68.4,142.4,0.072,0.180,0.080,143.2,126.8,50.2,11.2,38,32.2,106,109,4002,65.6,24.16,1080,0.98,729.8,1.648,-5.8,8.46,0.0046,110,50,142.8,6.52,5.4,1.38
B,5.340,23.927,0.357,65.8,139.6,0.268,0.240,0.100,144.6,125.8,50,11.6,38,32.4,104,110.2,3990,65.4,23.88,1082,1,721.4,1.698,-5.8,8.42,0.0066,110,50,143,6.52,5.4,1.4
B,5.380,24.020,0.257,70.4,144.2,0.058,0.100,0.100,140,126.2,50,9.8,38.2,31.8,102,110,3990,65.4,23.86,1080,1.02,724,1.746,-6,8.42,0.006,110,50,143,6.52,5.4,1.4
B,5.387,23.940,0.264,70.4,144.4,0.154,0.380,0.040,147,130,50.2,9.8,39.8,32.2,102,110.2,3992,65.4,24.16,1070,1,722.6,1.698,-6,8.44,0.0048,110,50,142.8,6.52,5.4,1.4
B,5.367,24.000,0.263,68,140.8,0.052,0.040,0.020,149.6,130.2,53.8,8.2,40,35,100,110.4,3998,65.6,23.72,1070,1.02,724.6,1.746,-6,8.46,0.0026,110,50,143.6,6.52,5.4,1.4
B,5.413,23.947,0.249,65,136.4,0.058,0.120,0.080,139,131.4,50.2,6.4,38.8,33.4,98,109.8,3990,65.6,23.6,1080,0.98,729.2,1.648,-6,8.46,0.0026,110,50,143.2,6.52,5.44,1.4
B,5.313,23.967,0.280,64.6,137.6,0.052,0.180,0.020,76.2,131.2,52,8.4,5.2,13.8,80,111,1410,65.2,23.72,674,0.92,269,1.498,-5.8,8.44,0.0026,110,50,143.2,6.54,5.34,1.36
B,5.340,23.780,0.152,65,137.2,0.032,0.260,0.060,0.2,129.2,44,-0.2,0.2,-1.2,134,118.2,1416,75.8,23.58,44,0.9,0,1.462,-5.4,8.5,0.4,110,50,143,6.4,5.22,1.44
B,5.367,24.020,0.267,71,144.4,0.052,0.180,0.040,160,119.8,58.4,12.8,39.8,44.2,96,104.4,4000,65.8,23.6,1050,0.94,762.6,1.548,-5.4,8.4,0.0026,110,50,142.8,6.54,5.44,1.34
